ENTREZID	SYMBOL
220992	ZNF485
7580	ZNF32
414208	ZNF32-AS2
83937	RASSF4
11067	DEPP1
220979	ZNF22-AS1
7570	ZNF22
220972	MARCHF8
93550	ZFAND4
253725	WASHC2C
119016	AGAP4
728407	PARGP1
100287932	TIMM23
8031	NCOA4
653268	AGAP7P
100996567	ANTXRLP1
414241	SHLD2P1
399761	BMS1P1
2662	GDF10
118738	ZNF488
642517	AGAP9
642826	BMS1P2
414224	AGAP12P
5599	MAPK8
58504	ARHGAP22
57705	WDFY4
2074	ERCC6
55753	OGDHL
8505	PARG
100652748	TIMM23B
414189	AGAP6
387680	WASHC2A
259230	SGMS1
104355295	SGMS1-AS1
653308	ASAH2B
23283	CSTF2T
11130	ZWINT
253430	IPMK
55847	CISD1
7321	UBE2D1
7019	TFAM
8030	CCDC6
288	ANK3
983	CDK1
9886	RHOBTB1
219623	TMEM26
84159	ARID5B
219790	RTKN2
84890	ADO
1959	EGR2
29982	NRBF2
221037	JMJD1C
221035	REEP3
23411	SIRT1
26091	HERC4
64081	PBLD
3189	HNRNPH3
55680	RUFY2
1763	DNA2
8034	SLC25A16
80312	TET1
55749	CCAR1
100302273	NA
219736	STOX1
79009	DDX50
9188	DDX21
26128	KIFBP
5552	SRGN
9559	VPS26A
6832	SUPV3L1
80201	HKDC1
3098	HK1
23555	TSPAN15
219738	FAM241B
55506	MACROH2A2
84883	AIFM2
219743	TYSND1
56681	SAR1A
5464	PPA1
55222	LRRC20
1979	EIF4EBP2
4838	NODAL
27143	PALD1
5551	PRF1
8879	SGPL1
5092	PCBD1
219699	UNC5B
55315	SLC29A3
64072	CDH23
414152	C10orf105
64115	VSIR
5660	PSAP
9806	SPOCK2
51008	ASCC1
119504	ANAPC16
54541	DDIT4
54788	DNAJB12
10367	MICU1
90550	MCU
5033	P4HA1
25961	NUDT13
11319	ECD
317662	FAM149B1
23234	DNAJC9
414245	DNAJC9-AS1
51021	MRPS16
118491	CFAP70
310	ANXA7
118490	MSS51
5532	PPP3CB
159195	USP54
79933	SYNPO2L
729092	AGAP5
729096	BMS1P4
2749	GLUD1P3
9632	SEC24C
170384	FUT11
118487	CHCHD1
23053	ZSWIM8
100507331	ZSWIM8-AS1
8509	NDST2
818	CAMK2G
7414	VCL
26985	AP3M1
132	ADK
23522	KAT6B
142891	SAMD8
7417	VDAC2
118881	COMTD1
11128	POLR3A
6229	RPS24
283050	ZMIZ1-AS1
57178	ZMIZ1
10105	PPIF
219654	ZCCHC24
143244	EIF5AL1
650623	BEND3P3
101060691	NUTM2B-AS1
729262	NUTM2B
642361	LOC642361
219347	TMEM254-AS1
80195	TMEM254
311	ANXA11
84293	PRXL2A
81619	TSPAN14
101929574	TSPAN14-AS1
102723703	NA
27069	GHITM
92211	CDHR1
54462	CCSER2
23063	WAPL
657	BMPR1A
79812	MMRN2
2746	GLUD1
54537	SHLD2
728118	NUTM2A
728190	NUTM2A-AS1
439994	LINC00863
728130	NUTM2D
9562	MINPP1
9060	PAPSS2
84896	ATAD1
142913	CFL1P1
100144748	KLLN
5728	PTEN
55328	RNLS
57559	STAMBPL1
100132116	ACTA2-AS1
59	ACTA2
355	FAS
3988	LIPA
3433	IFIT2
3437	IFIT3
3434	IFIT1
24138	IFIT5
53354	PANK1
9585	KIF20B
643529	LINC00865
10556	RPP30
119369	NUDT9P1
84333	PCGF5
143279	HECTD2
80351	TNKS2
143282	FGFBP3
9044	BTAF1
22849	CPEB3
54708	MARCHF5
3416	IDE
3832	KIF11
3087	HHEX
54536	EXOC6
26509	MYOF
55165	CEP55
5146	PDE6C
118924	FRA10AC1
159371	SLC35G1
266971	PIPSL
64318	NOC3L
3070	HELLS
9124	PDLIM1
5832	ALDH18A1
26123	TCTN3
953	ENTPD1
387707	CC2D2B
54619	CCNJ
9849	ZNF518A
1791	DNTT
93377	OPALIN
56889	TM9SF3
118788	PIK3AP1
728658	RPL13AP5
102723665	LOC102723665
84458	LCOR
26148	NA
6585	SLIT1
84986	ARHGAP19
10023	FRAT1
23401	FRAT2
23223	RRP12
644215	LOC644215
5223	PGAM1
51013	EXOSC1
84287	ZDHHC16
64210	MMS19
118812	MORN4
55361	PI4K2A
60370	AVPI1
83742	MARVELD1
118813	ZFYVE27
401647	GOLGA7B
27291	R3HCC1L
84795	PYROXD2
3257	HPS1
26507	CNNM1
2805	GOT1
81894	SLC25A28
57089	ENTPD7
1355	COX15
51076	CUTC
1244	ABCC2
23268	DNMBP
10613	ERLIN1
1147	CHUK
55280	CWF19L1
282991	BLOC1S2
6319	SCD
90271	OLMALINC
7479	WNT8B
25956	SEC31B
4714	NDUFB8
55662	HIF1AN
55719	SLF2
57715	SEMA4G
84545	MRPL43
56652	TWNK
84445	LZTS2
81855	SFXN3
8945	BTRC
27343	POLL
25911	DPCD
6468	FBXW4
10360	NPM3
10724	OGA
30819	KCNIP2
79591	ARMH3
79803	HPS6
8861	LDB1
23082	PPRC1
9221	NOLC1
8729	GBF1
4791	NFKB2
5662	PSD
79176	FBXL15
79004	CUEDC2
100505761	C10orf95-AS1
79847	MFSD13A
10121	ACTR1A
51684	SUFU
81603	TRIM8
403	ARL3
118980	SFXN2
54838	WBP1L
119032	BORCS7
54805	CNNM2
22978	NT5C2
9118	INA
84108	PCGF6
6877	TAF5
84833	ATP5MK
22984	PDCD11
51063	CALHM2
9148	NEURL1
9644	SH3PXD2A
79991	STN1
9748	SLK
119392	SFR1
9446	GSTO1
119391	GSTO2
85450	ITPRIP
7511	XPNPEP1
120	ADD3
4601	MXI1
10285	SMNDC1
1847	DUSP5
9126	SMC3
282996	RBM20
282997	PDCD4-AS1
27250	PDCD4
92482	BBIP1
8036	SHOC2
57678	GPAM
51703	ACSL5
64429	ZDHHC6
143187	VTI1A
6934	TCF7L2
840	CASP7
9937	DCLRE1A
374354	NHLRC2
55088	CCDC186
84632	AFAP1L2
3983	ABLIM1
57700	FHIP2A
142940	TRUB1
2674	GFRA1
57698	SHTN1
6571	SLC18A2
118987	PDZD8
22841	RAB11FIP2
63877	FAM204A
143384	CACUL1
340719	NANOS1
8661	EIF3A
404636	DENND10
119559	SFXN4
10935	PRDX3
2869	GRK5
105378510	NA
6001	RGS10
7073	TIAL1
9531	BAG3
22876	INPP5F
79892	MCMBP
11196	SEC23IP
55717	WDR11
11101	ATE1
54780	NSMCE4A
59338	PLEKHA1
196792	FAM24B
399815	C10orf88B
80007	C10orf88
118672	PSTK
64376	IKZF5
36	ACADSB
9184	BUB3
51363	CHST15
4942	OAT
64077	LHPP
9679	FAM53B
399818	EEF1AKMT2
23172	ABRAXAS2
54764	ZRANB1
1488	CTBP2
26098	EDRF1
101927983	EDRF1-AS1
7390	UROS
56647	BCCIP
55760	DHX32
5791	PTPRE
4288	MKI67
101927381	LINC01163
4255	MGMT
105378559	NA
387723	C10orf143
119437	CTAGE7P
10539	GLRX3
55844	PPP2R2D
664	BNIP3
282973	JAKMIP3
282974	STK32C
80313	LRRC27
170394	PWWP2B
3632	INPP5A
54777	CFAP46
101	ADAM8
10844	TUBGCP2
118472	ZNF511
282969	FUOM
1892	ECHS1
196743	PAOX
92170	MTG1
503542	SPRN
619207	SCART1
1571	CYP2E1
51272	BET1L
60626	RIC8A
23410	SIRT3
5719	PSMD13
171389	NLRP6
80162	PGGHG
387733	IFITM5
10581	IFITM2
8519	IFITM1
10410	IFITM3
338707	B4GALNT4
59307	SIGIRR
338440	ANO9
81490	PTDSS2
8045	RASSF7
10522	DEAF1
283232	TMEM80
64787	EPS8L2
6888	TALDO1
347862	GATD1
171391	LOC171391
105369190	NA
79751	SLC25A22
55367	PIDD1
6181	RPLP2
619565	SNORA52
57104	PNPLA2
977	CD151
5441	POLR2L
7106	TSPAN4
66005	CHID1
161	AP2A2
54472	TOLLIP
255512	TOLLIP-DT
81532	MOB2
1509	CTSD
4046	LSP1
7140	TNNT3
6150	MRPL23
29125	C11orf21
10077	TSPAN32
975	CD81
10078	TSSC4
3784	KCNQ1
10984	KCNQ1OT1
5002	SLC22A18
4676	NAP1L4
833	CARS1
114879	OSBPL5
7748	ZNF195
57053	CHRNA10
4928	NUP98
27315	PGAP2
391	RHOG
6786	STIM1
6240	RRM1
6737	TRIM21
55128	TRIM68
3043	HBB
3048	HBG2
143630	UBQLNL
117854	TRIM6
85363	TRIM5
10346	TRIM22
84067	FHIP1B
6609	SMPD1
322	APBB1
10612	TRIM3
23647	ARFIP2
26515	TIMM10B
144132	DNHD1
23378	RRP8
3611	ILK
6881	TAF10
1200	TPP1
8642	DCHS1
63875	MRPL17
387751	GVINP1
338755	OR2AG2
7762	ZNF215
338323	NLRP14
8495	PPFIBP2
8665	EIF3F
7275	TUB
79608	RIC3
65975	STK33
9866	TRIM66
6157	RPL27A
619562	SNORA3A
677826	SNORA3B
6764	DENND2B
56672	AKIP1
56674	TMEM9B
493900	TMEM9B-AS1
56675	NRIP3
23258	DENND5A
440026	TMEM41B
10527	IPO7
644656	LOC644656
7702	ZNF143
7465	WEE1
23075	SWAP70
283104	SBF2-AS1
81846	SBF2
272	AMPD3
100463486	MTRNR2L8
50862	RNF141
9646	CTR9
1982	EIF4G2
692223	SNORD97
101928053	LOC101928053
58486	ZBED5
729013	ZBED5-AS1
283106	CSNK2A3
55031	USP47
9645	MICAL2
84953	NA
406	ARNTL
84280	BTBD10
84188	FAR1
10418	SPON1
22800	RRAS2
1315	COPB1
5682	PSMA1
5140	PDE3B
120227	CYP2R1
10944	C11orf58
144100	PLEKHA7
10819	OR7E14P
6207	RPS13
26822	SNORD14A
85388	SNORD14B
5286	PIK3C2A
4925	NUCB2
374383	NCR3LG1
3767	KCNJ11
3746	KCNC1
26297	SERGEF
7166	TPH1
113174	SAAL1
11234	HPS5
2965	GTF2H1
3939	LDHA
3948	LDHC
160287	LDHAL6A
7251	TSG101
55293	UEVLD
144108	SPTY2D1
144110	TMEM86A
54503	ZDHHC13
79733	E2F8
89797	NAV2
10553	HTATIP2
10196	PRMT3
2188	FANCF
2620	GAS2
258010	SVIP
91057	CCDC34
55327	LIN7C
497258	BDNF-AS
81930	KIF18A
196074	METTL15
120534	ARL14EP
744	MPPED2
120526	DNAJC24
196294	IMMP1L
26610	ELP4
5080	PAX6
5954	RCN1
10480	EIF3M
493860	CCDC73
79832	QSER1
55346	TCP11L1
283267	LINC00294
1479	CSTF3
10114	HIPK3
966	CD59
26273	FBXO3
4005	LMO2
4076	CAPRIN1
55226	NAT10
25841	ABTB2
847	CAT
51074	APIP
8050	PDHX
960	CD44
54765	TRIM44
29099	COMMD9
79899	PRR5L
7189	TRAF6
5896	RAG1
5897	RAG2
119710	IFTAP
8539	API5
55761	TTC17
51144	HSD17B12
221120	ALKBH3
729799	SEC14L1P1
84680	ACCS
2132	EXT2
3732	CD82
90139	TSPAN18
9537	TP53I11
56981	PRDM11
55343	SLC35C1
1408	CRY2
9479	MAPK8IP1
9409	PEX16
51317	PHF21A
8525	DGKZ
4192	MDK
55626	AMBRA1
283254	HARBI1
9776	ATG13
392	ARHGAP1
79797	ZNF408
9793	CKAP5
4038	LRP4
79096	C11orf49
84364	ARFGAP2
1643	DDB2
53	ACP2
10062	NR1H3
8567	MADD
6688	SPI1
91252	SLC39A13
5702	PSMC3
10658	CELF1
114971	PTPMT1
55709	KBTBD4
4722	NDUFS3
23788	MTCH2
79841	AGBL2
23360	FNBP4
23279	NUP160
5795	PTPRJ
85456	TNKS1BP1
6749	SSRP1
5553	PRG2
29015	SLC43A3
8501	SLC43A1
26519	TIMM10
219537	SMTNL1
9246	UBE2L6
219539	YPEL4
10978	CLP1
25921	ZDHHC5
219541	MED19
51075	TMX2
280636	SELENOH
1500	CTNND1
9404	LPXN
80829	ZFP91
92292	GLYATL1
283194	LOC283194
374393	FAM111B
101927204	FAM111A-DT
63901	FAM111A
23220	DTX4
219972	MPEG1
5007	OSBP
219988	PATL1
6809	STX3
54948	MRPL16
64231	MS4A6A
58475	MS4A7
931	MS4A1
79080	CCDC86
11251	PTGDR2
22917	ZP1
27339	PRPF19
79073	TMEM109
51296	SLC15A3
923	CD6
921	CD5
55048	VPS37C
220001	VWCE
1642	DDB1
26007	TKFC
220002	CYB561A3
51524	TMEM138
51259	TMEM216
79869	CPSF7
54949	SDHAF2
220004	PPP1R32
747	DAGLA
745	MYRF
746	TMEM258
2237	FEN1
3992	FADS1
9415	FADS2
3995	FADS3
7439	BEST1
2495	FTH1
3619	INCENP
80150	ASRGL1
79026	AHNAK
1937	EEF1G
64852	TUT1
9219	MTA2
256364	EML3
6094	ROM1
26229	B3GAT3
23193	GANAB
80789	INTS5
102288414	C11orf98
79081	LBHD1
751071	CSKMT
790955	UQCC3
51035	UBXN1
26580	BSCL2
221092	HNRNPUL2
283237	TTC9C
79842	ZBTB3
5436	POLR2G
10629	TAF6L
374395	TMEM179B
79064	TMEM223
10482	NXF1
6811	STX5
54663	WDR74
26855	RNU2-2P
23642	SNHG1
9304	SNORD22
9298	SNORD31
9299	SNORD30
9297	SNORD29
9300	SNORD28
9301	SNORD27
9302	SNORD26
9303	SNORD25
6520	SLC3A2
5920	PLAAT4
25923	ATL3
10313	RTN3
65998	ZFTA
144097	SPINDOC
2011	MARK2
283248	RCOR2
79829	NAA40
1351	COX8A
55611	OTUB1
28992	MACROD1
10963	STIP1
83706	FERMT3
83707	TRPT1
84304	NUDT22
3338	DNAJC4
7423	VEGFB
2286	FKBP2
26472	PPP1R14B
5331	PLCB3
56834	GPR137
572	BAD
2101	ESRRA
51504	TRMT112
25824	PRDX5
283234	CCDC88B
8986	RPS6KA4
9379	NRXN2
10235	RASGRP2
5837	PYGM
7536	SF1
5871	MAP4K2
4221	MEN1
55561	CDC42BPG
10938	EHD1
23130	ATG2A
5526	PPP2R5B
402	ARL2
29901	SAC3D1
10004	NAALADL1
113130	CDCA5
7542	ZFPL1
738	VPS51
7108	TM7SF2
741	ZNHIT2
2197	FAU
740	MRPL49
84447	SYVN1
823	CAPN1
440044	SLC22A20P
23649	POLA2
5977	DPF2
283130	SLC25A45
83786	FRMD8
283131	NEAT1
378938	MALAT1
57410	SCYL1
4054	LTBP3
254100	ZNRD2-DT
10534	ZNRD2
23625	FAM89B
254102	EHBP1L1
10089	KCNK7
4296	MAP3K11
399909	PCNX3
6494	SIPA1
5970	RELA
10524	KAT5
84153	RNASEH2C
91056	AP5B1
254122	SNX32
1072	CFL1
80198	MUS81
30008	EFEMP2
1521	CTSW
9158	FIBP
11007	CCDC85B
8061	FOSL1
83638	C11orf68
10589	DRAP1
9092	SART1
84285	EIF1AD
8815	BANF1
10992	SF3B2
55690	PACS1
64837	KLC2
81876	RAB1B
254263	CNIH2
10897	YIF1A
57124	CD248
9610	RIN1
25855	BRMS1
11041	B4GAT1
102724064	LOC102724064
3177	SLC29A2
65003	MRPL11
246330	PELI3
101928069	DPP3-DT
10072	DPP3
582	BBS1
254359	ZDHHC24
8722	CTSF
9973	CCS
10432	RBM14
5936	RBM4
83759	RBM4B
6712	SPTBN2
79703	C11orf80
9986	RCE1
5091	PC
78999	LRFN4
22992	KDM2A
156	GRK2
338692	ANKRD13D
54961	SSH3
57804	POLD4
5883	RAD9A
5499	PPP1CA
374403	TBC1D10C
57571	CARNS1
6199	RPS6KB2
5790	PTPRCAP
57175	CORO1B
390212	GPR152
57010	CABP4
80194	TMEM134
9049	AIP
9600	PITPNM1
10263	CDK2AP2
2950	GSTP1
4723	NDUFV1
390213	DOC2GP
254552	NUDT8
91703	ACY3
645332	FAM86C2P
81622	UNC93B1
221	ALDH3B1
4728	NDUFS8
10312	TCIRG1
1119	CHKA
51111	KMT5B
53838	C11orf24
4041	LRP5
55291	PPP6R3
9633	TESMIN
1374	CPT1A
219927	MRPL21
3508	IGHMBP2
219931	TPCN2
595	CCND1
220064	LTO1
8772	FADD
8500	PPFIA1
2017	CTTN
1717	DHCR7
55191	NADSYN1
55199	FAM86C1P
100131539	ZNF705EP
100133315	XNDC1N
55298	RNF121
10068	IL18BP
4926	NUMA1
100128494	LOC100128494
220074	LRTOMT
55004	LAMTOR1
25906	ANAPC15
3636	INPPL1
81570	CLPB
5138	PDE2A
116985	ARAP1
10809	STARD10
89849	ATG16L2
9873	FCHSD2
9828	ARHGEF17
84957	RELT
23201	FAM168A
58473	PLEKHB1
5870	RAB6A
51642	MRPL48
51287	COA4
80227	PAAF1
374407	DNAJB13
7351	UCP2
7352	UCP3
26005	C2CD3
51400	PPME1
283209	PGM2L1
387787	LIPT2
100287896	LOC100287896
10714	POLD3
254225	RNF169
143570	XRRA1
9789	SPCS2
10825	NEU3
408	ARRB1
6188	RPS3
114599	SNORD15B
81544	GDPD5
871	SERPINH1
7405	UVRAG
5612	THAP12
100506127	GVQW3
56946	EMSY
2615	LRRC32
25987	TSKU
55331	ACER3
726	CAPN5
4647	MYO7A
5058	PAK1
282679	AQP11
1207	CLNS1A
51773	RSF1
28971	AAMDC
92105	INTS4
4718	NDUFC2
79053	ALG8
283219	KCTD21
57558	USP35
9846	GAB2
101928865	LINC02728
79731	NARS2
5547	PRCP
220042	DDIAS
27314	RAB30
100506233	RAB30-DT
51585	PCF11
338699	ANKRD42
60492	CCDC90B
55863	TMEM126B
84233	TMEM126A
58487	CREBZF
54843	SYTL2
8301	PICALM
8726	EED
51501	HIKESHI
60494	CCDC81
10873	ME3
65084	TMEM135
23682	RAB38
1075	CTSC
10003	NAALAD2
26973	CHORDC1
120103	SLC36A4
56935	SMCO4
85459	CEP295
619383	SCARNA9
684959	SNORA25
692063	SNORA32
692075	SNORD6
677792	SNORA1
654320	SNORA8
692072	SNORD5
677805	SNORA18
100302240	MIR1304
677822	SNORA40
79101	TAF1D
28970	C11orf54
9440	MED17
24145	PANX1
4361	MRE11
54851	ANKRD49
2526	FUT4
143689	PIWIL4
154810	AMOTL1
51503	CWC15
10929	SRSF8
23052	ENDOD1
143686	SESN3
100129203	LOC100129203
143684	FAM76B
9702	CEP57
8898	MTMR2
84441	MAML2
79780	CCDC82
8690	JRKL
143872	ARHGAP42
83935	NA
57562	CEP126
330	BIRC3
329	BIRC2
114908	TMEM123
84259	DCUN1D5
79659	DYNC2H1
643733	CASP4LP
837	CASP4
834	CASP1
114769	CARD16
84437	MSANTD4
143879	KBTBD3
60496	AASDHPPT
143884	CWF19L2
91801	ALKBH8
54733	SLC35F2
8065	CUL5
38	ACAT1
4863	NPAT
472	ATM
160140	C11orf65
143888	POGLUT3
23086	EXPH5
1662	DDX10
85463	ZC3H12C
5962	RDX
2230	FDX1
5450	POU2AF1
143903	LAYN
23235	SIK2
5519	PPP2R1B
79796	ALG9
91893	FDXACB1
64776	C11orf1
85458	DIXDC1
1737	DLAT
55216	NKAPD1
26521	TIMM8B
6392	SDHD
83875	BCO2
5805	PTS
283140	LINC02762
4684	NCAM1
54970	TTC12
80975	TMPRSS5
9183	ZW10
57646	USP28
7704	ZBTB16
54494	C11orf71
10179	RBM7
25996	REXO2
84811	BUD13
8882	ZPR1
335	APOA1
23387	SIK3
5049	PAFAH1B2
51092	SIDT2
100652768	LOC100652768
6876	TAGLN
9159	PCSK7
257160	RNF214
23621	BACE1
100379571	BACE1-AS
22897	CEP164
57453	DSCAML1
486	FXYD2
53826	FXYD6
84000	TMPRSS13
3587	IL10RA
120425	JAML
196264	MPZL3
10205	MPZL2
916	CD3E
915	CD3D
917	CD3G
9354	UBE4A
10632	ATP5MG
4297	KMT2A
84866	TMEM25
56912	IFT46
372	ARCN1
23187	PHLDB1
1656	DDX6
643	CXCR5
283149	BCL9L
338657	CENATAC
649946	RPL23AP64
6230	RPS25
51399	TRAPPC4
2542	SLC37A4
10525	HYOU1
55823	VPS11
3145	HMBS
3014	H2AX
1798	DPAGT1
9854	C2CD2L
25988	HINFP
64137	ABCG4
79671	NLRX1
283152	CCDC153
867	CBL
4162	MCAM
79102	RNF26
5818	NECTIN1
220323	OAF
23365	ARHGEF12
219899	TBCEL
7007	TECTA
6309	SC5D
6653	SORL1
84959	UBASH3B
56253	CRTAM
79864	JHY
3312	HSPA8
85390	SNORD14D
85389	SNORD14C
57476	GRAMD1B
7753	ZNF202
4013	VWA5A
84897	TBRG1
54414	SIAE
53340	SPA17
4900	NRGN
79684	MSANTD2
64221	ROBO3
80071	CCDC15
219855	SLC37A2
219854	TMEM218
9638	FEZ1
9538	EI24
3703	STT3A
1111	CHEK1
219844	HYLS1
83480	PUS3
50937	CDON
84881	RPUSD4
79607	FAM118B
6734	SRPRA
55572	FOXRED1
114609	TIRAP
28960	DCPS
399972	GSEC
6484	ST3GAL4
2113	ETS1
2313	FLI1
100507392	SENCR
9743	ARHGAP32
4798	NFRKB
56980	PRDM10
334	APLP2
29068	ZBTB44
103611081	NA
399979	SNX19
283174	NA
22997	IGSF9B
100128239	LINC02731
83700	JAM3
23310	NCAPD3
112936	VPS26B
29087	THYN1
27034	ACAD8
112937	GLB1L3
89944	GLB1L2
440073	IQSEC3
5927	KDM5A
84318	CCDC77
283358	B4GALNT3
4815	NINJ2
100049716	NINJ2-AS1
65125	WNK1
5893	RAD52
23085	ERC1
144699	FBXL14
79602	ADIPOR2
93589	CACNA2D4
196513	DCP1B
775	CACNA1C
100874235	CACNA1C-AS2
100652846	CACNA1C-AS1
2288	FKBP4
55846	ITFG2
83714	NRIP2
100507424	NA
101929469	TEX52
2305	FOXM1
83695	RHNO1
7289	TULP3
10867	TSPAN9
56341	PRMT8
100129223	THCAT155
84766	CRACR2A
57097	PARP11
894	CCND2
57103	TIGAR
57102	C12orf4
10635	RAD51AP1
8798	DYRK4
4704	NDUFA9
3742	KCNA6
928	CD9
7132	TNFRSF1A
4055	LTBR
678655	CD27-AS1
939	CD27
55080	TAPBPL
6843	VAMP1
51258	MRPL51
9918	NCAPD2
2597	GAPDH
25900	IFFO1
4839	NOP2
1108	CHD4
57121	LPAR5
84519	ACRBP
51147	ING4
171017	ZNF384
196500	PIANP
50813	COPS7A
8079	MLF2
5763	PTMS
3902	LAG3
920	CD4
27239	GPR162
10536	P3H3
2784	GNB3
83461	CDCA3
8078	USP5
7167	TPI1
84727	SPSB2
283345	RPL13P5
171220	DSTNP2
10233	LRRC23
2026	ENO2
1822	ATN1
113246	C12orf57
5777	PTPN6
11331	PHB2
677777	SCARNA12
10436	EMG1
10162	LPCAT3
716	C1S
715	C1R
51279	C1RL
283314	C1RL-AS1
83758	RBP5
9746	CLSTN3
5830	PEX5
9332	CD163
6515	SLC2A3
55810	FOXJ2
719	C3AR1
25977	NECAP1
50856	CLEC4A
440078	FAM66C
55138	FAM90A1
57494	RIMKLB
1911	PHC1
4074	M6PR
10219	KLRG1
2	A2M
100422872	MIR1244-3
100499405	LINC00987
642846	LOC642846
101930452	LINC02367
728715	LOC728715
105369647	LOC105369647
440081	DDX12P
408186	LOC408186
3820	KLRB1
374443	LOC374443
29121	CLEC2D
160365	CLECL1
969	CD69
51348	KLRF1
9976	CLEC2B
160364	CLEC12A
64581	CLEC7A
23710	GABARAPL1
3824	KLRD1
3823	KLRC3
10748	KLRA1P
55110	MAGOHB
8531	YBX3
338817	LINC01252
2120	ETV6
100506248	PTMAP9
4040	LRP6
118426	BORCS5
80824	DUSP16
1389	CREBL2
2842	GPR19
1027	CDKN1B
81575	APOLD1
51202	DDX47
50865	HEBP1
93164	HTR7P1
57613	FAM234B
2012	EMP1
55729	ATF7IP
105369669	LOC105369669
121504	H4-16
55766	H2AJ
144608	C12orf60
51729	WBP11
121506	ERP27
397	ARHGDIB
5800	PTPRO
11171	STRAP
51071	DERA
54477	PLEKHA5
121536	AEBP2
79912	PYROXD1
5965	RECQL
51026	GOLT1B
3945	LDHB
55907	CMAS
6489	ST8SIA1
9847	C2CD5
55500	ETNK1
586	BCAT1
4033	IRAG2
144363	ETFRF1
3845	KRAS
11228	RASSF8
3709	ITPR2
55726	INTS13
26127	FGFR1OP2
51768	TM7SF3
9412	MED21
23012	STK38L
56938	ARNTL2
8496	PPFIBP1
60488	MRPS35
57542	KLHL42
55297	CCDC91
55711	FAR2
100506606	LOC100506606
51290	ERGIC2
10526	IPO8
65981	CAPRIN2
1663	DDX11
58516	SINHCAF
160518	DENND5B
254013	ETFBKMT
196394	AMN1
440093	H3-5
55196	RESF1
636	BICD1
121512	FGD4
10059	DNM1L
51067	YARS2
84920	ALG10
144245	ALG10B
144402	CPNE8
225	ABCD2
114134	SLC2A13
120892	LRRK2
283464	GXYLT1
10138	YAF2
85437	ZCRB1
51535	PPHLN1
83448	PUS7L
51135	IRAK4
5756	TWF1
84216	TMEM117
4753	NELL2
51054	PLEKHA8P1
196527	ANO6
400027	LINC00938
196528	ARID2
9169	SCAF11
81539	SLC38A1
54407	SLC38A2
100288798	LOC100288798
347902	AMIGO2
91523	PCED1B
100233209	PCED1B-AS1
79657	RPAP3
10411	RAPGEF3
55652	SLC48A1
51564	HDAC7
7421	VDR
79022	TMEM106C
29843	SENP1
5213	PFKM
140461	ASB8
121275	OR10AD1
121274	ZNF641
54934	KANSL2
904	CCNT1
112	ADCY6
784	CACNB3
9416	DDX23
27289	RND1
85478	CCDC65
51303	FKBP11
377	ARF3
7480	WNT10B
7471	WNT1
5571	PRKAG1
8085	KMT2D
121268	RHEBL1
55716	LMBR1L
10376	TUBA1B
7846	TUBA1A
84790	TUBA1C
10024	TROAP
65244	SPATS2
23416	KCNH3
10445	MCRS1
84070	FAM186B
25766	PRPF40B
91010	FMNL3
7009	TMBIM6
57701	NCKAP5L
100286844	BCDIN3D-AS1
144233	BCDIN3D
29127	RACGAP1
41	ASIC1
6602	SMARCD1
84987	COX14
91012	CERS5
51474	LIMA1
113251	LARP4
57609	DIP2B
466	ATF1
25840	METTL7A
613227	HIGD1C
4891	SLC11A2
25875	LETMD1
81566	CSRNP2
7024	TFCP2
5463	POU6F1
9802	DAZAP2
57228	SMAGP
51411	BIN2
11226	GALNT6
9498	SLC4A8
6334	SCN8A
401720	FIGNL2
91	ACVR1B
160622	TAMALIN
3164	NR4A1
60673	ATG101
140807	KRT72
319101	KRT73
100127967	KRT73-AS1
3849	KRT2
3848	KRT1
3856	KRT8
3875	KRT18
1975	EIF4B
23371	TNS2
84926	SPRYD3
3489	IGFBP6
8435	SOAT2
51380	CSAD
283337	ZNF740
3695	ITGB7
5916	RARG
84975	MFSD5
9700	ESPL1
5204	PFDN5
60314	MYG1
8086	AAAS
6667	SP1
54458	PRR13
5094	PCBP2
102157401	PCBP2-OT1
7786	MAP3K12
6895	TARBP2
8620	NPFF
11016	ATF7
517	ATP5MC2
57658	CALCOCO1
100240735	LOC100240735
23583	SMUG1
23468	CBX5
3178	HNRNPA1
4778	NFE2
22818	COPZ1
25946	ZNF385A
3678	ITGA5
121355	GTSF1
3071	NCKAP1L
5153	PDE1B
9840	TESPA1
3679	ITGA7
2647	BLOC1S1
5959	RDH5
967	CD63
10220	GDF11
84324	SARNP
29095	ORMDL2
85406	DNAJC14
440104	TMEM198B
84305	PYM1
102724112	NA
1606	DGKA
6490	PMEL
1017	CDK2
5869	RAB5B
6821	SUOX
64375	IKZF4
6231	RPS26
2065	ERBB3
5036	PA2G4
6171	RPL41
84872	ZC3H10
23344	ESYT1
140465	MYL6B
4637	MYL6
6601	SMARCC2
10193	RNF41
79035	NABP2
283373	ANKRD52
93058	COQ10A
1431	CS
10330	CNPY2
9924	PAN2
51561	IL23A
6773	STAT2
8914	TIMELESS
283377	SPRYD4
27165	GLS2
5939	RBMS2
11176	BAZ2A
506	ATP5F1B
692090	SNORD59B
26789	SNORD59A
10728	PTGES3
4666	NACA
5557	PRIM1
8608	RDH16
9880	ZBTB39
4640	MYO1A
23306	NEMP1
4665	NAB2
6778	STAT6
4035	LRP1
6472	SHMT2
246329	STAC3
22864	R3HDM2
2735	GLI1
64333	ARHGAP9
4141	MARS1
102465454	MIR6758
